inst#,actual,predicted,error,prediction
7342,1:0,2:1,+,0.572
7343,2:1,1:0,+,0.794
7344,2:1,1:0,+,0.513
7345,1:0,2:1,+,0.629
7346,2:1,1:0,+,0.678
7347,2:1,1:0,+,0.707
7348,1:0,2:1,+,0.678
7349,2:1,2:1,,0.531
7350,1:0,2:1,+,0.78
7351,2:1,1:0,+,0.517
7352,1:0,1:0,,0.54
7353,1:0,1:0,,0.559
7354,2:1,2:1,,0.79
7355,1:0,2:1,+,0.621
7356,2:1,2:1,,0.52
7357,1:0,1:0,,0.587
7358,1:0,2:1,+,0.776
7359,2:1,2:1,,0.7
7360,1:0,2:1,+,0.634
7361,2:1,1:0,+,0.819
7362,2:1,1:0,+,0.543
7363,1:0,2:1,+,0.549
7364,1:0,2:1,+,0.642
7365,1:0,2:1,+,0.506
7366,1:0,2:1,+,0.532
7367,1:0,2:1,+,0.725
7368,1:0,1:0,,0.682
7369,2:1,1:0,+,0.62
7370,2:1,2:1,,0.55
7371,1:0,2:1,+,0.735
7372,1:0,2:1,+,0.783
7373,2:1,1:0,+,0.631
7374,2:1,2:1,,0.731
7375,2:1,1:0,+,0.675
7376,2:1,2:1,,0.701
7377,2:1,2:1,,0.624
7378,1:0,1:0,,0.86
7379,2:1,2:1,,0.779
7380,1:0,1:0,,0.801
7381,1:0,2:1,+,0.517
7382,1:0,1:0,,0.559
7383,2:1,1:0,+,0.671
7384,1:0,1:0,,0.656
7385,1:0,1:0,,0.781
7386,2:1,1:0,+,0.544
7387,1:0,2:1,+,0.595
7388,1:0,1:0,,0.562
7389,2:1,1:0,+,0.602
7390,1:0,1:0,,0.712
7391,2:1,2:1,,0.719
7392,1:0,1:0,,0.708
7393,2:1,2:1,,0.628
7394,2:1,1:0,+,0.605
7395,2:1,2:1,,0.778
7396,2:1,2:1,,0.533
7397,1:0,2:1,+,0.665
7398,2:1,2:1,,0.615
7399,1:0,1:0,,0.655
7400,1:0,2:1,+,0.583
7401,1:0,2:1,+,0.512
7402,2:1,1:0,+,0.596
7403,1:0,2:1,+,0.669
7404,1:0,2:1,+,0.736
7405,1:0,2:1,+,0.517
7406,1:0,1:0,,0.657
7407,2:1,1:0,+,0.735
7408,1:0,1:0,,0.501
7409,2:1,1:0,+,0.707
7410,1:0,2:1,+,0.501
7411,2:1,1:0,+,0.584
7412,1:0,2:1,+,0.791
7413,2:1,2:1,,0.669
7414,2:1,2:1,,0.57
7415,1:0,2:1,+,0.556
7416,2:1,2:1,,0.882
7417,2:1,2:1,,0.56
7418,1:0,1:0,,0.658
7419,2:1,2:1,,0.521
7420,1:0,1:0,,0.507
7421,2:1,1:0,+,0.586
7422,1:0,2:1,+,0.506
7423,1:0,1:0,,0.528
7424,2:1,1:0,+,0.622
7425,2:1,2:1,,0.593
7426,1:0,1:0,,0.642
7427,2:1,1:0,+,0.638
7428,2:1,2:1,,0.544
7429,2:1,1:0,+,0.857
7430,1:0,1:0,,0.656
7431,1:0,2:1,+,0.651
7432,2:1,2:1,,0.629
7433,2:1,2:1,,0.615
7434,1:0,2:1,+,0.567
7435,1:0,2:1,+,0.663
7436,1:0,1:0,,0.541
7437,2:1,2:1,,0.617
7438,1:0,2:1,+,0.69
7439,1:0,1:0,,0.818
7440,1:0,1:0,,0.539
7441,2:1,1:0,+,0.769
7442,1:0,2:1,+,0.514
7443,2:1,1:0,+,0.6
7444,2:1,1:0,+,0.52
7445,1:0,1:0,,0.672
7446,1:0,2:1,+,0.601
7447,1:0,2:1,+,0.694
7448,1:0,2:1,+,0.676
7449,1:0,2:1,+,0.842
7450,1:0,1:0,,0.973
7451,2:1,2:1,,0.576
7452,2:1,2:1,,0.619
7453,2:1,1:0,+,0.668
7454,1:0,2:1,+,0.82
7455,1:0,2:1,+,0.595
7456,2:1,2:1,,0.573
7457,1:0,1:0,,0.558
7458,2:1,1:0,+,0.518
7459,2:1,2:1,,0.686
7460,2:1,1:0,+,0.659
7461,2:1,2:1,,0.687
7462,1:0,2:1,+,0.563
7463,2:1,2:1,,0.572
7464,1:0,2:1,+,0.534
7465,2:1,1:0,+,0.56
7466,1:0,2:1,+,0.523
7467,1:0,1:0,,0.778
7468,1:0,1:0,,0.62
7469,2:1,1:0,+,0.708
7470,2:1,2:1,,0.859
7471,1:0,2:1,+,0.577
7472,1:0,1:0,,0.61
7473,1:0,1:0,,0.786
7474,1:0,1:0,,0.61
7475,2:1,1:0,+,0.554
7476,1:0,1:0,,0.503
7477,1:0,2:1,+,0.648
7478,1:0,1:0,,0.509
7479,2:1,1:0,+,0.859
7480,1:0,1:0,,0.696
7481,2:1,1:0,+,0.518
7482,1:0,2:1,+,0.562
7483,2:1,2:1,,0.734
7484,2:1,2:1,,0.682
7485,1:0,1:0,,0.644
7486,1:0,2:1,+,0.526
7487,1:0,2:1,+,0.503
7488,1:0,2:1,+,0.545
7489,2:1,1:0,+,0.568
7490,2:1,1:0,+,0.727
7491,2:1,2:1,,0.912
7492,1:0,2:1,+,0.85
7493,2:1,2:1,,0.743
7494,2:1,1:0,+,0.559
7495,1:0,2:1,+,0.692
7496,2:1,1:0,+,0.604
7497,1:0,1:0,,0.622
7498,1:0,2:1,+,0.629
7499,2:1,2:1,,0.52
7500,1:0,2:1,+,0.617
7501,1:0,1:0,,0.604
7502,1:0,2:1,+,0.541
7503,2:1,2:1,,0.573
7504,1:0,2:1,+,0.596
7505,1:0,2:1,+,0.835
7506,1:0,1:0,,0.547
7507,2:1,2:1,,0.621
7508,1:0,1:0,,0.518
7509,2:1,2:1,,0.598
7510,2:1,2:1,,0.812
7511,1:0,1:0,,0.743
7512,1:0,2:1,+,0.673
7513,1:0,2:1,+,0.597
7514,2:1,1:0,+,0.663
7515,2:1,2:1,,0.776
7516,1:0,2:1,+,0.641
7517,1:0,1:0,,0.809
7518,1:0,2:1,+,0.703
7519,1:0,2:1,+,0.629
7520,1:0,1:0,,0.65
7521,1:0,2:1,+,0.511
7522,1:0,1:0,,0.538
7523,1:0,2:1,+,0.765
7524,1:0,1:0,,0.812
7525,1:0,1:0,,0.665
7526,2:1,1:0,+,0.581
7527,1:0,1:0,,0.708
7528,1:0,2:1,+,0.515
7529,2:1,2:1,,0.598
7530,2:1,1:0,+,0.714
7531,2:1,2:1,,0.584
7532,1:0,2:1,+,0.52
7533,1:0,1:0,,0.936
7534,1:0,1:0,,0.638
7535,1:0,1:0,,0.684
7536,2:1,1:0,+,0.68
7537,2:1,1:0,+,0.606
7538,2:1,2:1,,0.777
7539,2:1,1:0,+,0.68
7540,1:0,2:1,+,0.563
7541,1:0,1:0,,0.597
7542,2:1,1:0,+,0.518
7543,2:1,1:0,+,0.706
7544,1:0,2:1,+,0.538
7545,2:1,1:0,+,0.904
7546,1:0,1:0,,0.528
7547,2:1,2:1,,0.817
7548,2:1,2:1,,0.614
7549,1:0,2:1,+,0.57
7550,1:0,1:0,,0.562
7551,2:1,2:1,,0.922
7552,2:1,1:0,+,0.685
7553,2:1,2:1,,0.6
7554,1:0,1:0,,0.747
7555,2:1,2:1,,0.522
7556,1:0,2:1,+,0.513
7557,2:1,1:0,+,0.713
7558,2:1,1:0,+,0.672
7559,1:0,1:0,,0.566
7560,2:1,2:1,,0.684
7561,2:1,1:0,+,0.705
7562,1:0,1:0,,0.727
7563,1:0,2:1,+,0.646
7564,1:0,1:0,,0.616
7565,2:1,2:1,,0.595
7566,2:1,2:1,,0.656
7567,1:0,2:1,+,0.686
7568,2:1,2:1,,0.595
7569,1:0,1:0,,0.523
7570,2:1,2:1,,0.879
7571,2:1,2:1,,0.785
7572,2:1,2:1,,0.589
7573,2:1,2:1,,0.563
7574,2:1,1:0,+,0.99
7575,2:1,2:1,,0.731
7576,1:0,2:1,+,0.546
7577,1:0,2:1,+,0.64
7578,2:1,2:1,,0.783
7579,1:0,2:1,+,0.664
7580,2:1,1:0,+,0.806
7581,1:0,2:1,+,0.752
7582,2:1,2:1,,0.738
7583,1:0,1:0,,0.85
7584,1:0,2:1,+,0.505
7585,2:1,2:1,,0.695
7586,1:0,2:1,+,0.551
7587,2:1,2:1,,0.566
7588,1:0,2:1,+,0.895
7589,2:1,2:1,,0.588
7590,1:0,1:0,,0.79
7591,2:1,1:0,+,0.563
7592,2:1,1:0,+,0.651
7593,1:0,1:0,,0.546
7594,2:1,2:1,,0.542
7595,1:0,2:1,+,0.569
7596,2:1,2:1,,0.541
7597,1:0,1:0,,0.538
7598,1:0,1:0,,0.793
7599,2:1,1:0,+,0.659
7600,2:1,1:0,+,0.671
7601,2:1,2:1,,0.605
7602,1:0,1:0,,0.761
7603,1:0,2:1,+,0.771
7604,2:1,2:1,,0.674
7605,1:0,2:1,+,0.534
7606,1:0,1:0,,0.68
7607,2:1,1:0,+,0.619
7608,1:0,2:1,+,0.686
7609,2:1,2:1,,0.52
7610,2:1,1:0,+,0.605
7611,1:0,2:1,+,0.772
7612,1:0,2:1,+,0.737
7613,2:1,1:0,+,0.575
7614,1:0,2:1,+,0.504
7615,2:1,1:0,+,0.545
7616,1:0,2:1,+,0.81
7617,1:0,1:0,,0.624
7618,2:1,2:1,,0.567
7619,1:0,1:0,,0.503
7620,1:0,2:1,+,0.639
7621,1:0,2:1,+,0.813
7622,2:1,1:0,+,0.626
7623,1:0,2:1,+,0.803
7624,1:0,2:1,+,0.596
7625,2:1,2:1,,0.767
7626,1:0,2:1,+,0.545
7627,1:0,2:1,+,0.509
7628,1:0,1:0,,0.635
7629,1:0,2:1,+,0.66
7630,2:1,2:1,,0.579
7631,1:0,2:1,+,0.872
7632,1:0,1:0,,0.544
7633,2:1,2:1,,0.57
7634,1:0,1:0,,0.566
7635,2:1,2:1,,0.638
7636,2:1,2:1,,0.728
7637,1:0,2:1,+,0.716
7638,1:0,1:0,,0.544
7639,1:0,1:0,,0.819
7640,2:1,2:1,,0.716
7641,1:0,2:1,+,0.769
7642,1:0,1:0,,0.662
7643,1:0,1:0,,0.851
7644,1:0,2:1,+,0.651
7645,2:1,1:0,+,0.739
7646,1:0,1:0,,0.812
7647,2:1,2:1,,0.738
7648,1:0,1:0,,0.584
7649,1:0,1:0,,0.668
7650,1:0,2:1,+,0.654
7651,1:0,1:0,,0.778
7652,1:0,1:0,,0.632
7653,2:1,2:1,,0.748
7654,2:1,1:0,+,0.523
7655,2:1,2:1,,0.618
7656,1:0,2:1,+,0.668
7657,1:0,1:0,,0.556
7658,1:0,1:0,,0.533
7659,2:1,2:1,,0.718
7660,1:0,1:0,,0.818
7661,2:1,1:0,+,0.544
7662,2:1,2:1,,0.594
7663,1:0,1:0,,0.568
7664,1:0,2:1,+,0.554
7665,1:0,1:0,,0.659
7666,2:1,1:0,+,0.566
7667,1:0,1:0,,0.685
7668,2:1,2:1,,0.545
7669,1:0,1:0,,0.53
7670,2:1,1:0,+,0.683
7671,1:0,1:0,,0.584
7672,2:1,2:1,,0.665
7673,1:0,1:0,,0.653
7674,1:0,1:0,,0.715
7675,2:1,2:1,,0.872
7676,2:1,2:1,,0.837
7677,2:1,1:0,+,0.539
7678,2:1,2:1,,0.876
7679,1:0,1:0,,0.537
7680,2:1,2:1,,0.745
7681,1:0,1:0,,0.699
7682,2:1,2:1,,0.71
7683,2:1,1:0,+,0.733
7684,2:1,1:0,+,0.735
7685,1:0,1:0,,0.69
7686,2:1,1:0,+,0.709
7687,1:0,1:0,,0.534
7688,2:1,2:1,,0.788
7689,2:1,1:0,+,0.669
7690,2:1,2:1,,0.644
7691,1:0,1:0,,0.741
7692,1:0,2:1,+,0.669
7693,1:0,2:1,+,0.584
7694,2:1,1:0,+,0.567
7695,1:0,2:1,+,0.593
7696,2:1,1:0,+,0.722
7697,2:1,1:0,+,0.704
7698,1:0,1:0,,0.552
7699,2:1,1:0,+,0.619
7700,2:1,2:1,,0.568
7701,2:1,2:1,,0.694
7702,2:1,2:1,,0.548
7703,2:1,1:0,+,0.611
7704,2:1,2:1,,0.812
7705,1:0,1:0,,0.596
7706,1:0,1:0,,0.699
7707,1:0,1:0,,0.503
7708,2:1,2:1,,0.709
7709,1:0,1:0,,0.617
7710,2:1,2:1,,0.565
7711,1:0,1:0,,0.619
7712,2:1,2:1,,0.949
7713,2:1,2:1,,0.662
7714,2:1,1:0,+,0.594
7715,2:1,2:1,,0.574
7716,2:1,1:0,+,0.778
7717,2:1,2:1,,0.693
7718,1:0,2:1,+,0.65
7719,2:1,2:1,,0.763
7720,1:0,1:0,,0.682
7721,1:0,2:1,+,0.555
7722,1:0,2:1,+,0.56
7723,1:0,1:0,,0.597
7724,2:1,2:1,,0.658
7725,1:0,2:1,+,0.613
7726,2:1,1:0,+,0.638
7727,2:1,1:0,+,0.822
7728,1:0,1:0,,0.631
7729,2:1,2:1,,0.728
7730,2:1,2:1,,0.716
7731,2:1,2:1,,0.701
7732,1:0,2:1,+,0.708
7733,1:0,1:0,,0.677
7734,1:0,2:1,+,0.864
7735,2:1,2:1,,0.524
7736,2:1,2:1,,0.52
7737,1:0,2:1,+,0.661
7738,1:0,2:1,+,0.598
7739,2:1,2:1,,0.896
7740,2:1,2:1,,0.529
7741,1:0,1:0,,0.681
7742,2:1,2:1,,0.584
7743,2:1,1:0,+,0.778
7744,2:1,2:1,,0.64
7745,2:1,2:1,,0.667
7746,1:0,1:0,,0.619
7747,2:1,1:0,+,0.596
7748,2:1,1:0,+,0.677
7749,2:1,2:1,,0.556
7750,1:0,1:0,,0.594
7751,2:1,2:1,,0.677
7752,2:1,1:0,+,0.74
7753,2:1,1:0,+,0.526
7754,1:0,2:1,+,0.522
7755,2:1,1:0,+,0.555
7756,2:1,2:1,,0.57
7757,2:1,1:0,+,0.607
7758,2:1,2:1,,0.503
7759,2:1,2:1,,0.693
7760,2:1,2:1,,0.521
7761,2:1,2:1,,0.662
7762,1:0,1:0,,0.608
7763,2:1,1:0,+,0.596
7764,2:1,2:1,,0.543
7765,1:0,1:0,,0.704
7766,2:1,2:1,,0.889
7767,2:1,2:1,,0.746
7768,1:0,1:0,,0.774
7769,2:1,1:0,+,0.676
7770,1:0,1:0,,0.561
7771,2:1,1:0,+,0.697
7772,2:1,1:0,+,0.778
7773,1:0,2:1,+,0.757
7774,1:0,1:0,,0.696
7775,2:1,1:0,+,0.643
7776,2:1,2:1,,0.838
7777,1:0,1:0,,0.525
7778,1:0,2:1,+,0.749
7779,1:0,2:1,+,0.581
7780,1:0,2:1,+,0.752
7781,1:0,2:1,+,0.754
7782,1:0,1:0,,0.684
7783,1:0,2:1,+,0.527
7784,2:1,2:1,,0.669
7785,1:0,2:1,+,0.553
7786,2:1,1:0,+,0.936
7787,2:1,1:0,+,0.556
7788,2:1,1:0,+,0.559
7789,1:0,1:0,,0.685
7790,2:1,1:0,+,0.525
7791,1:0,1:0,,0.717
7792,1:0,2:1,+,0.813
7793,2:1,2:1,,0.589
7794,2:1,1:0,+,0.742
7795,1:0,2:1,+,0.703
7796,1:0,2:1,+,0.788
7797,2:1,1:0,+,0.762
7798,2:1,2:1,,0.536
7799,1:0,2:1,+,0.5
7800,2:1,1:0,+,0.6
7801,2:1,2:1,,0.538
7802,1:0,1:0,,0.698
7803,2:1,1:0,+,0.724
7804,1:0,1:0,,0.608
7805,1:0,2:1,+,0.699
7806,1:0,2:1,+,0.7
7807,1:0,2:1,+,0.66
7808,2:1,1:0,+,0.646
7809,1:0,2:1,+,0.591
7810,2:1,2:1,,0.584
7811,2:1,2:1,,0.502
7812,1:0,1:0,,0.632
7813,2:1,2:1,,0.502
7814,1:0,1:0,,0.684
7815,1:0,1:0,,0.565
7816,2:1,2:1,,0.761
7817,2:1,1:0,+,0.902
7818,1:0,2:1,+,0.605
7819,2:1,1:0,+,0.509
7820,2:1,1:0,+,0.559
7821,2:1,2:1,,0.568
7822,1:0,2:1,+,0.549
7823,2:1,1:0,+,0.526
7824,1:0,1:0,,0.704
7825,2:1,1:0,+,0.638
7826,2:1,2:1,,0.786
7827,2:1,1:0,+,0.616
7828,2:1,1:0,+,0.938
7829,1:0,2:1,+,0.546
7830,1:0,1:0,,0.594
7831,1:0,1:0,,0.556
7832,2:1,2:1,,0.758
7833,1:0,1:0,,0.934
7834,1:0,2:1,+,0.769
7835,2:1,2:1,,0.773
7836,2:1,2:1,,0.639
7837,1:0,1:0,,0.763
7838,1:0,2:1,+,0.615
7839,2:1,1:0,+,0.72
7840,2:1,1:0,+,0.664
7841,1:0,2:1,+,0.714
7842,1:0,2:1,+,0.54
7843,2:1,2:1,,0.714
7844,2:1,2:1,,0.715
7845,1:0,2:1,+,0.589
7846,1:0,2:1,+,0.763
7847,2:1,1:0,+,0.821
7848,2:1,1:0,+,0.53
7849,2:1,2:1,,0.617
7850,1:0,1:0,,0.768
7851,2:1,1:0,+,0.508
7852,1:0,2:1,+,0.525
7853,2:1,1:0,+,0.559
7854,1:0,1:0,,0.754
7855,2:1,1:0,+,0.639
7856,1:0,1:0,,0.574
7857,1:0,1:0,,0.673
7858,2:1,1:0,+,0.651
7859,1:0,2:1,+,0.585
7860,2:1,1:0,+,0.526
7861,1:0,1:0,,0.874
7862,2:1,2:1,,0.582
7863,2:1,2:1,,0.584
7864,1:0,1:0,,0.571
7865,1:0,1:0,,0.551
7866,1:0,2:1,+,0.92
7867,1:0,2:1,+,0.776
7868,1:0,2:1,+,0.541
7869,2:1,2:1,,0.598
7870,1:0,2:1,+,0.565
7871,2:1,1:0,+,0.796
7872,2:1,2:1,,0.601
7873,2:1,2:1,,0.64
7874,1:0,1:0,,0.815
7875,2:1,2:1,,0.817
7876,2:1,2:1,,0.679
7877,2:1,2:1,,0.524
7878,2:1,1:0,+,0.575
7879,1:0,2:1,+,0.629
7880,1:0,2:1,+,0.535
7881,2:1,1:0,+,0.818
7882,1:0,1:0,,0.7
7883,1:0,2:1,+,0.567
7884,1:0,2:1,+,0.604
7885,1:0,1:0,,0.527
7886,1:0,2:1,+,0.673
7887,1:0,1:0,,0.694
7888,1:0,2:1,+,0.624
7889,2:1,1:0,+,0.785
7890,1:0,1:0,,0.522
7891,2:1,1:0,+,0.662
7892,1:0,2:1,+,0.687
7893,1:0,1:0,,0.921
7894,2:1,2:1,,0.859
7895,2:1,1:0,+,0.597
7896,1:0,1:0,,0.591
7897,1:0,2:1,+,0.554
7898,1:0,1:0,,0.506
7899,2:1,1:0,+,0.537
7900,2:1,2:1,,0.564
7901,2:1,1:0,+,0.609
7902,1:0,1:0,,0.626
7903,1:0,1:0,,0.778
7904,2:1,1:0,+,0.761
7905,1:0,1:0,,0.565
7906,2:1,1:0,+,0.717
7907,1:0,1:0,,0.508
7908,1:0,2:1,+,0.63
7909,2:1,2:1,,0.642
7910,2:1,1:0,+,0.512
7911,1:0,1:0,,0.696
7912,2:1,1:0,+,0.645
7913,2:1,2:1,,0.543
7914,1:0,1:0,,0.568
7915,1:0,2:1,+,0.701
7916,1:0,1:0,,0.508
7917,1:0,1:0,,0.596
7918,1:0,2:1,+,0.796
7919,1:0,2:1,+,0.825
7920,2:1,1:0,+,0.727
7921,2:1,1:0,+,0.642
7922,2:1,1:0,+,0.829
7923,1:0,1:0,,0.678
7924,1:0,1:0,,0.692
7925,2:1,1:0,+,0.724
7926,2:1,2:1,,0.522
7927,2:1,1:0,+,0.788
7928,1:0,1:0,,0.514
7929,1:0,1:0,,0.72
7930,1:0,2:1,+,0.552
7931,1:0,1:0,,0.759
7932,1:0,2:1,+,0.583
7933,1:0,1:0,,0.533
7934,2:1,2:1,,0.752
7935,2:1,2:1,,0.733
7936,1:0,1:0,,0.628
7937,1:0,2:1,+,0.655
7938,1:0,1:0,,0.806
7939,2:1,2:1,,0.596
7940,2:1,2:1,,0.605
7941,1:0,2:1,+,0.695
7942,2:1,2:1,,0.67
7943,1:0,1:0,,0.801
7944,1:0,1:0,,0.601
7945,2:1,1:0,+,0.61
7946,2:1,2:1,,0.554
7947,2:1,1:0,+,0.699
7948,2:1,2:1,,0.655
7949,2:1,1:0,+,0.614
7950,2:1,1:0,+,0.686
7951,1:0,1:0,,0.719
7952,2:1,1:0,+,0.774
7953,1:0,1:0,,0.543
7954,2:1,2:1,,0.681
7955,2:1,2:1,,0.517
7956,1:0,1:0,,0.56
7957,2:1,2:1,,0.741
7958,2:1,1:0,+,0.643
7959,1:0,1:0,,0.652
7960,2:1,2:1,,0.501
7961,2:1,2:1,,0.546
7962,1:0,1:0,,0.533
7963,2:1,1:0,+,0.576
7964,1:0,1:0,,0.52
7965,2:1,1:0,+,0.53
7966,2:1,1:0,+,0.914
7967,2:1,1:0,+,0.523
7968,2:1,1:0,+,0.81
7969,1:0,1:0,,0.805
7970,2:1,1:0,+,0.606
7971,1:0,2:1,+,0.656
7972,2:1,2:1,,0.689
7973,1:0,2:1,+,0.63
7974,2:1,1:0,+,0.656
7975,1:0,2:1,+,0.756
7976,1:0,1:0,,0.527
7977,1:0,2:1,+,0.58
7978,2:1,1:0,+,0.798
7979,2:1,2:1,,0.699
7980,2:1,2:1,,0.601
7981,1:0,1:0,,0.671
7982,1:0,1:0,,0.867
7983,1:0,1:0,,0.528
7984,1:0,2:1,+,0.527
7985,2:1,1:0,+,0.786
7986,2:1,2:1,,0.552
7987,1:0,2:1,+,0.684
7988,1:0,2:1,+,0.548
7989,1:0,1:0,,0.586
7990,1:0,1:0,,0.543
7991,2:1,2:1,,0.634
7992,1:0,2:1,+,0.591
7993,2:1,1:0,+,0.596
7994,1:0,1:0,,0.531
7995,2:1,1:0,+,0.522
7996,1:0,2:1,+,0.852
7997,1:0,1:0,,0.567
7998,2:1,2:1,,0.786
7999,1:0,1:0,,0.87
8000,2:1,2:1,,0.767
8001,1:0,2:1,+,0.733
8002,1:0,1:0,,0.588
8003,2:1,1:0,+,0.685
8004,2:1,2:1,,0.684
8005,1:0,2:1,+,0.799
8006,1:0,1:0,,0.641
8007,1:0,2:1,+,0.542
8008,1:0,1:0,,0.702
8009,2:1,2:1,,0.595
8010,2:1,2:1,,0.774
8011,2:1,1:0,+,0.589
8012,2:1,2:1,,0.537
8013,2:1,2:1,,0.501
8014,1:0,1:0,,0.674
8015,1:0,1:0,,0.898
8016,2:1,2:1,,0.696
8017,1:0,1:0,,0.604
8018,1:0,1:0,,0.819
8019,1:0,2:1,+,0.57
8020,2:1,1:0,+,0.689
8021,2:1,1:0,+,0.525
8022,1:0,2:1,+,0.701
8023,2:1,2:1,,0.779
8024,1:0,2:1,+,0.805
8025,2:1,2:1,,0.848
8026,1:0,2:1,+,0.694
8027,1:0,1:0,,0.658
8028,1:0,2:1,+,0.719
8029,1:0,1:0,,0.596
8030,1:0,2:1,+,0.509
8031,1:0,1:0,,0.524
8032,1:0,2:1,+,0.532
8033,1:0,1:0,,0.702
8034,1:0,1:0,,0.99
8035,1:0,2:1,+,0.703
8036,1:0,1:0,,0.551
8037,1:0,2:1,+,0.545
8038,1:0,1:0,,0.783
8039,2:1,2:1,,0.678
8040,2:1,1:0,+,0.542
8041,1:0,2:1,+,0.609
8042,2:1,1:0,+,0.827
8043,1:0,2:1,+,0.648
8044,2:1,1:0,+,0.575
8045,1:0,2:1,+,0.668
8046,2:1,1:0,+,0.626
8047,2:1,2:1,,0.627
8048,1:0,1:0,,0.536
8049,1:0,2:1,+,0.546
8050,2:1,2:1,,0.574
8051,2:1,1:0,+,0.624
8052,1:0,1:0,,0.597
8053,1:0,2:1,+,0.557
8054,2:1,1:0,+,0.823
8055,1:0,2:1,+,0.538
8056,1:0,1:0,,0.801
8057,2:1,1:0,+,0.602
8058,2:1,2:1,,0.892
8059,1:0,2:1,+,0.859
8060,1:0,2:1,+,0.815
8061,1:0,2:1,+,0.753
8062,1:0,2:1,+,0.554
8063,1:0,1:0,,0.707
8064,2:1,2:1,,0.808
8065,2:1,1:0,+,0.529
8066,1:0,2:1,+,0.669
8067,1:0,2:1,+,0.825
8068,1:0,1:0,,0.568
8069,1:0,1:0,,0.553
8070,1:0,2:1,+,0.583
8071,1:0,2:1,+,0.52
8072,2:1,2:1,,0.529
8073,1:0,2:1,+,0.797
8074,2:1,1:0,+,0.527
8075,1:0,1:0,,0.646
8076,1:0,1:0,,0.512
8077,1:0,1:0,,0.554
8078,1:0,1:0,,0.776
8079,2:1,1:0,+,0.858
8080,2:1,2:1,,0.601
8081,1:0,2:1,+,0.81
8082,1:0,2:1,+,0.635
8083,1:0,1:0,,0.609
8084,1:0,1:0,,0.618
8085,1:0,2:1,+,0.626
8086,1:0,1:0,,0.804
8087,2:1,1:0,+,0.679
8088,2:1,2:1,,0.606
8089,1:0,1:0,,0.597
8090,2:1,1:0,+,0.609
8091,2:1,1:0,+,0.544
8092,2:1,1:0,+,0.74
8093,1:0,1:0,,0.687
8094,2:1,2:1,,0.603
8095,1:0,2:1,+,0.582
8096,2:1,2:1,,0.84
8097,1:0,1:0,,0.664
8098,2:1,1:0,+,0.877
8099,2:1,1:0,+,0.614
8100,2:1,1:0,+,0.546
8101,2:1,2:1,,0.859
8102,1:0,2:1,+,0.646
8103,1:0,1:0,,0.665
8104,1:0,2:1,+,0.564
8105,2:1,2:1,,0.643
8106,2:1,2:1,,0.566
8107,2:1,2:1,,0.564
8108,1:0,1:0,,0.767
8109,1:0,2:1,+,0.817
8110,1:0,1:0,,0.54
8111,2:1,1:0,+,0.622
8112,1:0,1:0,,0.705
8113,2:1,1:0,+,0.55
8114,2:1,1:0,+,0.822
8115,1:0,1:0,,0.55
8116,1:0,2:1,+,0.536
8117,2:1,2:1,,0.703
8118,1:0,2:1,+,0.581
8119,1:0,1:0,,0.536
8120,1:0,2:1,+,0.585
8121,1:0,2:1,+,0.81
8122,1:0,1:0,,0.869
8123,1:0,2:1,+,0.618
8124,1:0,1:0,,0.597
8125,1:0,1:0,,0.845
8126,1:0,1:0,,0.526
8127,1:0,2:1,+,0.628
8128,2:1,2:1,,0.743
8129,2:1,2:1,,0.625
8130,2:1,1:0,+,0.516
8131,1:0,2:1,+,0.649
8132,2:1,2:1,,0.796
8133,2:1,1:0,+,0.614
8134,1:0,2:1,+,0.637
8135,2:1,1:0,+,0.719
8136,1:0,2:1,+,0.74
8137,2:1,2:1,,0.565
8138,1:0,1:0,,0.725
8139,2:1,2:1,,0.676
8140,1:0,1:0,,0.602
8141,1:0,1:0,,0.589
8142,2:1,1:0,+,0.576
8143,1:0,1:0,,0.614
8144,1:0,1:0,,0.648
8145,2:1,1:0,+,0.636
8146,1:0,2:1,+,0.654
8147,2:1,1:0,+,0.585
8148,2:1,1:0,+,0.601
8149,2:1,2:1,,0.602
8150,2:1,2:1,,0.517
8151,2:1,2:1,,0.77
8152,1:0,2:1,+,0.7
8153,1:0,1:0,,0.596
8154,2:1,2:1,,0.727
8155,2:1,1:0,+,0.502
8156,2:1,2:1,,0.717
8157,1:0,2:1,+,0.883
8158,2:1,1:0,+,0.563
8159,2:1,1:0,+,0.565
8160,2:1,1:0,+,0.656
8161,2:1,2:1,,0.739
8162,1:0,1:0,,0.813
8163,2:1,2:1,,0.551
8164,2:1,1:0,+,0.728
8165,2:1,1:0,+,0.689
8166,1:0,1:0,,0.732
8167,1:0,1:0,,0.692
8168,1:0,1:0,,0.661
8169,1:0,1:0,,0.631
8170,2:1,2:1,,0.649
8171,2:1,2:1,,0.597
8172,1:0,2:1,+,0.753
8173,1:0,1:0,,0.679
8174,2:1,1:0,+,0.685
8175,1:0,2:1,+,0.521
8176,1:0,1:0,,0.668
8177,2:1,2:1,,0.599
8178,1:0,1:0,,0.536
8179,1:0,1:0,,0.598
8180,1:0,1:0,,0.747
8181,1:0,2:1,+,0.701
8182,1:0,2:1,+,0.542
8183,1:0,2:1,+,0.822
8184,1:0,2:1,+,0.659
8185,1:0,2:1,+,0.769
8186,2:1,2:1,,0.676
8187,2:1,1:0,+,0.525
8188,1:0,1:0,,0.551
8189,2:1,1:0,+,0.85
